일자,계(명),서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주,검역
2023-05-19,"19,576 ","4,632 ",977 ,700 ,"1,146 ",511 ,637 ,329 ,135 ,"5,370 ",550 ,624 ,780 ,602 ,618 ,732 ,923 ,284 ,26 
2023-05-20,"18,098 ","4,370 ",953 ,691 ,992 ,488 ,488 ,259 ,143 ,"5,028 ",543 ,568 ,686 ,557 ,553 ,598 ,866 ,304 ,11 
2023-05-21,"16,802 ","4,194 ",828 ,516 ,"1,034 ",486 ,517 ,252 ,125 ,"4,591 ",355 ,555 ,637 ,548 ,582 ,576 ,692 ,294 ,20 
2023-05-22,"6,794 ","1,269 ",316 ,328 ,328 ,206 ,237 ,96 ,49 ,"2,011 ",249 ,257 ,281 ,176 ,222 ,277 ,290 ,184 ,18 
2023-05-23,"21,376 ","5,361 ","1,324 ",870 ,"1,200 ",491 ,639 ,424 ,158 ,"5,712 ",542 ,530 ,789 ,613 ,703 ,649 ,"1,165 ",187 ,19 
2023-05-24,"22,950 ","5,309 ","1,352 ",886 ,"1,154 ",675 ,652 ,480 ,153 ,"6,117 ",676 ,736 ,830 ,685 ,800 ,893 ,"1,150 ",389 ,13 
2023-05-25,"19,070 ","4,432 ","1,140 ",816 ,"1,000 ",514 ,565 ,401 ,131 ,"5,001 ",513 ,579 ,764 ,571 ,630 ,737 ,950 ,313 ,13 
2023-05-26,"17,925 ","4,213 ","1,196 ",731 ,"1,014 ",487 ,469 ,360 ,126 ,"4,648 ",532 ,574 ,606 ,508 ,541 ,692 ,909 ,306 ,13 
2023-05-27,"17,792 ","4,078 ","1,235 ",779 ,941 ,461 ,460 ,369 ,100 ,"4,474 ",494 ,609 ,669 ,555 ,499 ,668 ,"1,066 ",311 ,24 
2023-05-28,"11,724 ","2,373 ",580 ,641 ,740 ,416 ,338 ,225 ,38 ,"3,010 ",296 ,434 ,405 ,336 ,399 ,543 ,650 ,289 ,11 
2023-05-29,"6,863 ","1,393 ",363 ,251 ,362 ,198 ,227 ,123 ,86 ,"1,886 ",239 ,220 ,222 ,210 ,222 ,262 ,390 ,193 ,16 
2023-05-30,"13,517 ","3,321 ","1,040 ",409 ,815 ,296 ,409 ,282 ,120 ,"3,565 ",267 ,306 ,439 ,399 ,356 ,413 ,859 ,207 ,14 
2023-05-31,"24,405 ","5,984 ","1,667 ",996 ,"1,240 ",583 ,701 ,498 ,227 ,"6,583 ",619 ,690 ,752 ,654 ,557 ,923 ,"1,424 ",282 ,25 
2023-06-01,"24,598 ","5,568 ","1,661 ",954 ,"1,389 ",635 ,635 ,502 ,190 ,"6,544 ",660 ,749 ,814 ,762 ,685 ,994 ,"1,444 ",403 ,9 
2023-06-02,"19,718 ","4,710 ","1,452 ",991 ,"1,039 ",553 ,629 ,385 ,164 ,"4,706 ",501 ,530 ,593 ,609 ,562 ,850 ,"1,086 ",346 ,12 
2023-06-03,"18,736 ","4,149 ","1,343 ",990 ,947 ,565 ,490 ,426 ,162 ,"4,776 ",459 ,519 ,591 ,528 ,546 ,796 ,"1,116 ",323 ,10 
2023-06-04,"16,171 ","3,748 ","1,219 ",658 ,878 ,497 ,438 ,386 ,127 ,"4,047 ",334 ,422 ,506 ,516 ,455 ,573 ,993 ,365 ,9 
2023-06-05,"6,945 ","1,175 ",388 ,302 ,334 ,267 ,169 ,148 ,54 ,"1,930 ",220 ,259 ,220 ,169 ,228 ,367 ,468 ,237 ,10 
2023-06-06,"19,506 ","4,734 ","1,923 ",835 ,"1,023 ",499 ,578 ,423 ,144 ,"4,693 ",386 ,374 ,529 ,480 ,591 ,626 ,"1,426 ",231 ,11 
2023-06-07,"15,154 ","2,785 ",924 ,810 ,791 ,548 ,394 ,369 ,78 ,"3,876 ",443 ,437 ,481 ,417 ,475 ,753 ,"1,068 ",494 ,11 
2023-06-08,"20,448 ","4,865 ","1,789 ",853 ,"1,080 ",563 ,591 ,493 ,179 ,"4,979 ",450 ,454 ,659 ,573 ,524 ,744 ,"1,382 ",260 ,10 
2023-06-09,"21,211 ","4,671 ","1,754 ",912 ,"1,009 ",707 ,510 ,512 ,172 ,"5,181 ",532 ,549 ,676 ,584 ,647 ,944 ,"1,384 ",454 ,13 
2023-06-10,"17,764 ","3,861 ","1,494 ",956 ,829 ,592 ,437 ,419 ,99 ,"4,337 ",412 ,437 ,553 ,494 ,497 ,740 ,"1,140 ",454 ,13 
2023-06-11,"16,001 ","3,506 ","1,344 ",725 ,929 ,526 ,409 ,450 ,123 ,"3,842 ",324 ,331 ,478 ,476 ,477 ,694 ,962 ,395 ,10 
2023-06-12,"4,977 ",866 ,231 ,177 ,269 ,149 ,104 ,113 ,30 ,"1,315 ",93 ,206 ,209 ,121 ,134 ,264 ,347 ,336 ,13 
2023-06-13,"20,804 ","4,758 ","2,122 ",903 ,"1,095 ",589 ,505 ,534 ,151 ,"5,133 ",445 ,401 ,624 ,557 ,622 ,658 ,"1,447 ",251 ,9 
2023-06-14,"20,709 ","4,207 ","1,762 ",942 ,"1,046 ",727 ,491 ,545 ,144 ,"5,129 ",488 ,541 ,631 ,613 ,566 ,914 ,"1,332 ",623 ,8 
2023-06-15,"17,418 ","3,720 ","1,498 ",776 ,884 ,654 ,393 ,442 ,133 ,"4,158 ",450 ,402 ,656 ,489 ,485 ,719 ,"1,101 ",450 ,8 
2023-06-16,"16,485 ","3,548 ","1,551 ",714 ,814 ,549 ,396 ,426 ,147 ,"3,913 ",389 ,356 ,574 ,490 ,472 ,645 ,"1,053 ",445 ,3 
2023-06-17,"16,747 ","3,463 ","1,576 ",810 ,897 ,614 ,387 ,455 ,135 ,"3,804 ",396 ,409 ,544 ,499 ,484 ,650 ,"1,113 ",499 ,12 
2023-06-18,"15,316 ","3,212 ","1,419 ",642 ,779 ,557 ,338 ,405 ,116 ,"3,687 ",299 ,402 ,550 ,444 ,499 ,626 ,933 ,402 ,6 
2023-06-19,"6,375 ","1,047 ",407 ,319 ,337 ,193 ,152 ,163 ,53 ,"1,641 ",171 ,213 ,266 ,166 ,183 ,347 ,491 ,219 ,7 
2023-06-20,"19,734 ","4,454 ","1,996 ",896 ,"1,049 ",557 ,569 ,479 ,185 ,"4,657 ",404 ,416 ,661 ,536 ,599 ,738 ,"1,312 ",219 ,7 
2023-06-21,"20,961 ","4,267 ","1,868 ",957 ,"1,074 ",716 ,503 ,558 ,156 ,"4,906 ",505 ,483 ,745 ,572 ,698 ,958 ,"1,381 ",609 ,5 
2023-06-22,"17,131 ","3,466 ","1,544 ",875 ,903 ,587 ,456 ,401 ,117 ,"4,083 ",379 ,400 ,627 ,496 ,487 ,786 ,"1,107 ",412 ,5 
2023-06-23,"16,246 ","3,510 ","1,547 ",901 ,841 ,599 ,406 ,402 ,99 ,"3,676 ",376 ,347 ,537 ,450 ,465 ,716 ,"1,015 ",353 ,6 
2023-06-24,"16,413 ","3,440 ","1,549 ",813 ,864 ,447 ,422 ,402 ,118 ,"3,816 ",370 ,391 ,569 ,458 ,509 ,723 ,"1,074 ",440 ,8 
2023-06-25,"16,062 ","3,334 ","1,403 ",780 ,903 ,613 ,414 ,391 ,113 ,"3,920 ",306 ,294 ,542 ,496 ,496 ,678 ,963 ,412 ,4 
2023-06-26,"6,592 ","1,141 ",384 ,301 ,423 ,205 ,137 ,130 ,44 ,"1,741 ",189 ,215 ,213 ,196 ,194 ,311 ,441 ,316 ,11 
2023-06-27,"20,847 ","4,867 ","2,080 ",995 ,"1,161 ",539 ,554 ,505 ,144 ,"4,979 ",439 ,398 ,652 ,514 ,607 ,746 ,"1,450 ",212 ,5 
2023-06-28,"21,533 ","4,615 ","1,923 ",874 ,"1,127 ",712 ,552 ,523 ,118 ,"5,097 ",551 ,541 ,670 ,587 ,660 ,929 ,"1,482 ",560 ,12 
2023-06-29,"19,297 ","4,088 ","1,774 ",971 ,"1,010 ",601 ,483 ,461 ,113 ,"4,533 ",521 ,479 ,619 ,520 ,567 ,813 ,"1,355 ",382 ,7 
2023-06-30,"18,877 ","3,838 ","1,810 ",992 ,"1,012 ",582 ,488 ,487 ,108 ,"4,346 ",510 ,444 ,555 ,537 ,627 ,859 ,"1,307 ",369 ,6 
2023-07-01,"18,882 ","3,836 ","1,898 ",991 ,945 ,612 ,493 ,479 ,79 ,"4,195 ",511 ,494 ,519 ,540 ,715 ,774 ,"1,328 ",464 ,9 
2023-07-02,"17,590 ","3,479 ","1,678 ",828 ,913 ,655 ,452 ,500 ,101 ,"4,063 ",374 ,358 ,507 ,540 ,674 ,812 ,"1,202 ",447 ,7 
2023-07-03,"7,513 ","1,129 ",516 ,297 ,439 ,219 ,210 ,169 ,43 ,"1,916 ",294 ,283 ,257 ,198 ,274 ,333 ,624 ,309 ,3 
2023-07-04,"25,660 ","5,575 ","2,892 ",995 ,"1,233 ",709 ,726 ,701 ,161 ,"5,981 ",666 ,464 ,721 ,712 ,937 ,995 ,"1,929 ",260 ,3 
2023-07-05,"27,434 ","5,328 ","2,741 ",999 ,"1,240 ",898 ,742 ,749 ,149 ,"6,218 ",792 ,738 ,894 ,804 ,917 ,"1,320 ","2,173 ",729 ,3 
2023-07-06,"24,356 ","4,846 ","2,318 ","1,208 ","1,149 ",752 ,655 ,684 ,154 ,"5,469 ",707 ,680 ,828 ,688 ,807 ,"1,055 ","1,786 ",567 ,3 
2023-07-07,"24,767 ","5,170 ","2,397 ","1,278 ","1,109 ",769 ,696 ,585 ,132 ,"5,737 ",648 ,604 ,788 ,669 ,844 ,"1,091 ","1,768 ",476 ,6 
2023-07-08,"25,672 ","5,092 ","2,495 ","1,283 ","1,249 ",850 ,706 ,698 ,150 ,"5,818 ",733 ,621 ,804 ,773 ,829 ,"1,081 ","1,877 ",605 ,8 
2023-07-09,"22,566 ","4,442 ","1,948 ","1,093 ","1,053 ",827 ,593 ,640 ,133 ,"5,281 ",523 ,570 ,726 ,695 ,895 ,"1,020 ","1,457 ",663 ,7 
2023-07-10,"9,255 ","1,375 ",681 ,491 ,453 ,280 ,292 ,213 ,65 ,"2,287 ",368 ,342 ,300 ,288 ,356 ,497 ,681 ,282 ,4 
2023-07-11,"31,224 ","6,511 ","3,350 ","1,278 ","1,370 ",955 ,"1,096 ",949 ,220 ,"7,008 ",764 ,601 ,936 ,"1,044 ","1,155 ","1,308 ","2,305 ",370 ,4 
2023-07-12,"34,118 ","6,413 ","3,277 ","1,549 ","1,472 ","1,250 ",971 ,"1,010 ",239 ,"7,127 ",972 ,"1,003 ","1,132 ","1,071 ","1,246 ","1,740 ","2,761 ",879 ,6 
2023-07-13,"29,347 ","5,484 ","2,745 ","1,532 ","1,182 ",985 ,902 ,800 ,201 ,"6,573 ",787 ,771 ,"1,023 ",971 ,"1,119 ","1,437 ","2,192 ",641 ,2 
2023-07-14,"29,556 ","5,489 ","2,802 ","1,548 ","1,196 ",985 ,948 ,828 ,201 ,"6,344 ",823 ,944 ,"1,012 ",887 ,"1,109 ","1,502 ","2,272 ",665 ,1 
2023-07-15,"30,870 ","5,701 ","2,995 ","1,565 ","1,317 ","1,017 ",880 ,872 ,197 ,"6,703 ",757 ,809 ,"1,080 ",943 ,"1,267 ","1,605 ","2,396 ",764 ,2 
2023-07-16,"28,420 ","4,950 ","2,822 ","1,502 ","1,266 ","1,126 ",809 ,756 ,186 ,"6,298 ",572 ,745 ,948 ,949 ,"1,244 ","1,388 ","2,162 ",696 ,1 
2023-07-17,"12,114 ","1,779 ",734 ,699 ,633 ,386 ,299 ,327 ,100 ,"2,835 ",307 ,413 ,447 ,355 ,543 ,698 ,987 ,572 ,0 
2023-07-18,"41,993 ","8,377 ","4,416 ","1,675 ","1,762 ","1,143 ","1,476 ","1,154 ",301 ,"9,459 ","1,074 ",981 ,"1,357 ","1,332 ","1,815 ","1,906 ","3,326 ",435 ,4 
2023-07-19,"47,028 ","8,204 ","4,271 ","2,288 ","1,959 ","1,767 ","1,406 ","1,366 ",379 ,"10,126 ","1,283 ","1,351 ","1,567 ","1,445 ","1,974 ","2,678 ","3,744 ","1,218 ",2 
2023-07-20,"40,856 ","7,471 ","3,934 ","2,372 ","1,793 ","1,520 ","1,278 ","1,126 ",240 ,"8,746 ","1,147 ","1,077 ","1,448 ","1,348 ","1,777 ","1,851 ","2,872 ",852 ,4 
2023-07-21,"40,897 ","7,719 ","3,630 ","2,155 ","1,702 ","1,396 ","1,267 ","1,242 ",235 ,"8,740 ","1,032 ","1,137 ","1,395 ","1,270 ","1,825 ","2,259 ","3,046 ",845 ,2 
2023-07-22,"42,497 ","7,731 ","3,899 ","2,097 ","1,828 ","1,600 ","1,326 ","1,248 ",225 ,"9,068 ","1,008 ","1,131 ","1,413 ","1,382 ","1,913 ","2,477 ","3,227 ",922 ,2 
2023-07-23,"41,573 ","7,904 ","3,941 ","2,183 ","1,692 ","1,605 ","1,255 ","1,211 ",263 ,"8,971 ",838 ,"1,127 ","1,530 ","1,493 ","1,675 ","2,088 ","2,903 ",894 ,0 
2023-07-24,"16,778 ","2,235 ",948 ,"1,438 ",720 ,613 ,408 ,446 ,100 ,"3,740 ",518 ,612 ,647 ,458 ,871 ,"1,097 ","1,311 ",614 ,2 
2023-07-25,"50,813 ","10,222 ","5,575 ","2,144 ","2,300 ","1,419 ","1,670 ","1,408 ",349 ,"11,184 ","1,298 ",933 ,"1,633 ","1,647 ","2,136 ","2,172 ","4,233 ",488 ,2 
2023-07-26,"57,216 ","10,169 ","5,165 ","2,941 ","2,430 ","2,192 ","1,738 ","1,642 ",335 ,"12,123 ","1,577 ","1,703 ","1,945 ","1,803 ","2,451 ","3,341 ","4,407 ","1,251 ",3 
2023-07-27,"51,239 ","9,207 ","4,648 ","2,790 ","2,190 ","1,761 ","1,677 ","1,510 ",327 ,"11,288 ","1,288 ","1,322 ","1,837 ","1,782 ","2,117 ","2,799 ","3,809 ",887 ,0 
2023-07-28,"48,069 ","8,887 ","4,612 ","2,294 ","2,145 ","1,555 ","1,489 ","1,241 ",308 ,"10,475 ","1,273 ","1,304 ","1,839 ","1,563 ","2,022 ","2,659 ","3,516 ",886 ,1 
2023-07-29,"48,196 ","8,755 ","4,386 ","2,606 ","2,056 ","1,555 ","1,569 ","1,287 ",299 ,"10,574 ","1,199 ","1,347 ","1,921 ","1,700 ","2,008 ","2,365 ","3,644 ",923 ,2 
2023-07-30,"44,749 ","8,062 ","3,871 ","2,415 ","1,777 ","1,753 ","1,486 ","1,274 ",363 ,"9,805 ",914 ,"1,158 ","1,645 ","1,739 ","1,870 ","2,381 ","3,380 ",855 ,1 
2023-07-31,"18,379 ","2,624 ","1,180 ","1,235 ","1,027 ",540 ,484 ,376 ,145 ,"4,300 ",687 ,760 ,719 ,650 ,794 ,961 ,"1,271 ",625 ,1 
2023-08-01,"56,096 ","11,888 ","5,558 ","1,757 ","2,594 ","1,607 ","2,256 ","1,240 ",449 ,"12,879 ","1,339 ","1,224 ","1,923 ","2,020 ","2,472 ","2,368 ","4,042 ",480 ,0 
2023-08-02,"64,148 ","11,939 ","5,354 ","3,297 ","2,765 ","2,271 ","2,029 ","1,482 ",508 ,"14,472 ","1,720 ","1,941 ","2,522 ","2,320 ","2,555 ","3,323 ","4,522 ","1,126 ",2 
2023-08-03,"55,453 ","9,998 ","4,450 ","3,420 ","2,711 ","1,911 ","1,837 ","1,274 ",474 ,"12,218 ","1,464 ","1,660 ","2,372 ","2,035 ","2,206 ","2,732 ","3,832 ",859 ,0 
2023-08-04,"54,713 ","10,403 ","4,623 ","2,780 ","2,436 ","1,871 ","1,795 ","1,134 ",434 ,"12,291 ","1,432 ","1,491 ","2,274 ","2,077 ","2,200 ","2,904 ","3,798 ",770 ,0 
2023-08-05,"53,111 ","9,621 ","4,353 ","2,985 ","2,658 ","1,815 ","1,707 ","1,151 ",420 ,"11,968 ","1,368 ","1,602 ","2,142 ","2,041 ","2,137 ","2,532 ","3,841 ",768 ,2 
2023-08-06,"48,885 ","8,594 ","3,781 ","2,767 ","2,380 ","1,762 ","1,717 ","1,212 ",345 ,"11,177 ","1,070 ","1,478 ","2,124 ","2,034 ","2,006 ","2,450 ","3,332 ",655 ,1 
2023-08-07,"20,241 ","2,996 ","1,164 ","1,256 ",995 ,809 ,594 ,371 ,135 ,"4,778 ",742 ,785 ,883 ,872 ,770 ,"1,245 ","1,354 ",490 ,2 
2023-08-08,"61,377 ","12,332 ","5,112 ","2,909 ","3,370 ","1,865 ","2,231 ","1,442 ",520 ,"14,670 ","1,462 ","1,349 ","2,285 ","2,387 ","2,407 ","2,445 ","4,180 ",411 ,0 
2023-08-09,"65,696 ","12,075 ","4,935 ","2,857 ","3,327 ","2,086 ","2,100 ","1,466 ",559 ,"15,547 ","1,755 ","2,140 ","2,911 ","2,982 ","2,444 ","3,280 ","4,290 ",939 ,3 
2023-08-10,"55,874 ","10,305 ","3,684 ","2,668 ","3,113 ","2,026 ","1,795 ","1,182 ",460 ,"13,068 ","1,533 ","1,758 ","2,539 ","2,768 ","2,112 ","2,828 ","3,366 ",667 ,2 
2023-08-11,"49,335 ","9,235 ","2,902 ","2,781 ","2,847 ","1,796 ","1,571 ",764 ,386 ,"12,051 ","1,318 ","1,550 ","2,178 ","2,358 ","1,758 ","2,348 ","2,855 ",636 ,1 
2023-08-12,"47,840 ","8,558 ","3,422 ","2,212 ","2,493 ","1,590 ","1,604 ","1,129 ",354 ,"11,497 ","1,221 ","1,399 ","2,195 ","2,310 ","1,854 ","2,225 ","3,218 ",559 ,0 
2023-08-13,"45,729 ","8,166 ","3,095 ","1,846 ","2,391 ","1,684 ","1,503 ","1,040 ",327 ,"11,321 ","1,101 ","1,314 ","2,085 ","2,223 ","1,732 ","2,509 ","2,811 ",579 ,2 
2023-08-14,"17,226 ","2,729 ",676 ,"1,193 ",945 ,557 ,395 ,268 ,105 ,"4,506 ",647 ,778 ,767 ,782 ,660 ,908 ,935 ,371 ,4 
2023-08-15,"47,110 ","9,375 ","3,107 ","2,266 ","3,025 ","1,333 ","1,640 ",804 ,392 ,"12,130 ","1,257 ","1,114 ","1,887 ","2,058 ","1,671 ","1,708 ","2,888 ",454 ,1 
2023-08-16,"36,961 ","5,875 ","1,821 ","2,216 ","2,047 ","1,430 ","1,142 ",724 ,304 ,"9,317 ","1,239 ","1,356 ","1,853 ","1,769 ","1,252 ","2,136 ","2,047 ",427 ,6 
2023-08-17,"49,848 ","10,124 ","3,073 ","2,057 ","3,288 ","1,481 ","1,790 ",964 ,425 ,"12,981 ","1,343 ","1,314 ","2,044 ","2,189 ","1,678 ","2,032 ","2,743 ",319 ,3 
2023-08-18,"50,920 ","9,492 ","2,765 ","2,158 ","3,133 ","1,827 ","1,726 ",982 ,392 ,"12,959 ","1,563 ","1,687 ","2,169 ","2,441 ","1,631 ","2,606 ","2,834 ",555 ,0 
2023-08-19,"44,053 ","8,354 ","2,390 ","1,981 ","2,626 ","1,382 ","1,360 ",699 ,404 ,"12,063 ","1,264 ","1,389 ","1,987 ","1,853 ","1,447 ","2,150 ","2,301 ",403 ,0 
2023-08-20,"38,974 ","7,327 ","2,051 ","1,620 ","2,498 ","1,338 ","1,261 ",723 ,335 ,"10,349 ","1,018 ","1,213 ","1,734 ","1,861 ","1,359 ","1,879 ","2,002 ",405 ,1 
2023-08-21,"14,564 ","2,329 ",544 ,733 ,982 ,495 ,396 ,229 ,130 ,"4,084 ",688 ,590 ,601 ,527 ,531 ,829 ,661 ,213 ,2 
2023-08-22,"47,384 ","9,672 ","2,717 ","1,604 ","3,093 ","1,269 ","1,524 ",957 ,459 ,"13,485 ","1,283 ","1,092 ","2,012 ","1,948 ","1,525 ","1,829 ","2,685 ",226 ,4 
2023-08-23,"48,161 ","8,823 ","2,441 ","2,251 ","2,945 ","1,577 ","1,570 ",995 ,441 ,"11,946 ","1,694 ","1,890 ","2,084 ","2,153 ","1,680 ","2,649 ","2,542 ",480 ,0 
2023-08-24,"40,815 ","7,179 ","1,942 ","2,508 ","2,506 ","1,299 ","1,250 ",893 ,369 ,"10,400 ","1,383 ","1,423 ","1,828 ","1,698 ","1,385 ","2,236 ","2,121 ",393 ,2 
2023-08-25,"37,505 ","6,872 ","1,946 ","1,534 ","2,469 ","1,189 ","1,204 ",761 ,333 ,"9,787 ","1,273 ","1,221 ","1,582 ","1,586 ","1,276 ","1,911 ","2,192 ",367 ,2 
2023-08-26,"36,886 ","6,730 ","1,738 ","2,053 ","2,470 ","1,157 ","1,055 ",737 ,310 ,"9,901 ","1,265 ","1,274 ","1,661 ","1,408 ","1,227 ","1,606 ","1,933 ",358 ,3 
2023-08-27,"32,967 ","6,012 ","1,543 ","1,903 ","1,913 ","1,073 ","1,046 ",643 ,279 ,"8,592 ","1,017 ","1,056 ","1,580 ","1,426 ","1,055 ","1,534 ","1,923 ",371 ,1 
2023-08-28,"13,149 ","1,905 ",522 ,465 ,"1,067 ",443 ,410 ,223 ,120 ,"3,802 ",537 ,677 ,569 ,410 ,497 ,778 ,534 ,190 ,0 
2023-08-29,"42,998 ","8,485 ","2,109 ","2,215 ","2,792 ","1,109 ","1,453 ",855 ,386 ,"11,954 ","1,199 ","1,227 ","1,881 ","1,607 ","1,387 ","1,798 ","2,310 ",231 ,0 
2023-08-30,"42,586 ","7,470 ","1,778 ","2,219 ","2,726 ","1,436 ","1,248 ",864 ,316 ,"11,135 ","1,524 ","1,705 ","2,006 ","1,667 ","1,402 ","2,468 ","2,218 ",403 ,1 
2023-08-31,"49,751 ","8,564 ","2,129 ","2,440 ","3,216 ","1,599 ","1,422 ","1,056 ",420 ,"13,388 ","1,717 ","2,122 ","2,293 ","1,936 ","1,566 ","2,666 ","2,647 ",569 ,1 
